,speaker,minute,text,topic,label,prob,sentiment
372,Kristen Welker,07:26,… let me ask my question to you [crosstalk 00:07:28]…,10_crosstalk_001104_001130_wall,5,0.421303,curiosity
373,Kristen Welker,07:26,… let me ask my question to you [crosstalk 00:07:28]…,10_crosstalk_001104_001130_wall,4,0.24081999,confusion
374,Kristen Welker,07:26,… let me ask my question to you [crosstalk 00:07:28]…,10_crosstalk_001104_001130_wall,13,0.089393415,optimism
375,Donald Trump,07:28,But could I just one thing?,11_respond_response_have_that,5,0.48400995,curiosity
376,Donald Trump,07:28,But could I just one thing?,11_respond_response_have_that,4,0.3651494,confusion
377,Donald Trump,07:28,But could I just one thing?,11_respond_response_have_that,13,0.032094453,optimism
378,Kristen Welker,07:29,Very quickly.,-1_immigration_trump_cages_president,0,0.1949147,admiration
379,Kristen Welker,07:29,Very quickly.,-1_immigration_trump_cages_president,3,0.16449775,approval
380,Kristen Welker,07:29,Very quickly.,-1_immigration_trump_cages_president,8,0.11974473,excitement
381,Donald Trump,07:29,"His son didn’t have a job for a long time, was, sadly, no longer in the military service, I won’t get into that, and he didn’t have a job. As soon as he became vice-president, Burisma, not the best reputation in the world, I hear they paid him $183,000 a month, listen to this, $183,000, and they gave him a $3 million upfront payment, and he had no energy experience. That’s 100% dishonest.",1_biden_vicepresident_vice_president,16,0.45541164,surprise
382,Donald Trump,07:29,"His son didn’t have a job for a long time, was, sadly, no longer in the military service, I won’t get into that, and he didn’t have a job. As soon as he became vice-president, Burisma, not the best reputation in the world, I hear they paid him $183,000 a month, listen to this, $183,000, and they gave him a $3 million upfront payment, and he had no energy experience. That’s 100% dishonest.",1_biden_vicepresident_vice_president,6,0.26228458,disappointment
383,Donald Trump,07:29,"His son didn’t have a job for a long time, was, sadly, no longer in the military service, I won’t get into that, and he didn’t have a job. As soon as he became vice-president, Burisma, not the best reputation in the world, I hear they paid him $183,000 a month, listen to this, $183,000, and they gave him a $3 million upfront payment, and he had no energy experience. That’s 100% dishonest.",1_biden_vicepresident_vice_president,7,0.070022196,disapproval
384,Kristen Welker,07:55,"All right. I’m going to let the vice-president respond to that quickly, and then I need to get to a question to you. Very quickly, Mr. Vice-President.",1_biden_vicepresident_vice_president,14,0.25562736,realization
385,Kristen Welker,07:55,"All right. I’m going to let the vice-president respond to that quickly, and then I need to get to a question to you. Very quickly, Mr. Vice-President.",1_biden_vicepresident_vice_president,3,0.22019704,approval
386,Kristen Welker,07:55,"All right. I’m going to let the vice-president respond to that quickly, and then I need to get to a question to you. Very quickly, Mr. Vice-President.",1_biden_vicepresident_vice_president,13,0.091466784,optimism
387,Joe Biden,08:01,No basis for that. Everybody investigated that. No one said anything he did was wrong in Ukraine.,2_china_putin_chinas_russia,7,0.36483064,disapproval
388,Joe Biden,08:01,No basis for that. Everybody investigated that. No one said anything he did was wrong in Ukraine.,2_china_putin_chinas_russia,6,0.15368699,disappointment
389,Joe Biden,08:01,No basis for that. Everybody investigated that. No one said anything he did was wrong in Ukraine.,2_china_putin_chinas_russia,15,0.10235058,sadness
390,Kristen Welker,08:03,"Okay. President Trump, this is for you. Since you took office, you’ve never divested from your business. You’ve personally promoted your properties abroad. A report this week, which was referenced, does indicate that your company has a bank account in China. So how can voters know that you don’t have any foreign conflicts of interest?",2_china_putin_chinas_russia,5,0.34951666,curiosity
391,Kristen Welker,08:03,"Okay. President Trump, this is for you. Since you took office, you’ve never divested from your business. You’ve personally promoted your properties abroad. A report this week, which was referenced, does indicate that your company has a bank account in China. So how can voters know that you don’t have any foreign conflicts of interest?",2_china_putin_chinas_russia,4,0.15985851,confusion
392,Kristen Welker,08:03,"Okay. President Trump, this is for you. Since you took office, you’ve never divested from your business. You’ve personally promoted your properties abroad. A report this week, which was referenced, does indicate that your company has a bank account in China. So how can voters know that you don’t have any foreign conflicts of interest?",2_china_putin_chinas_russia,13,0.09382888,optimism
393,Donald Trump,08:19,"I have many bank accounts and they’re all listed and they’re all over the place. I mean, I was a businessman doing business. The bank account you’re referring to, which is, everybody knows about it, it’s listed, the bank account was in 2013. That’s what it was. It was opened. It was closed in 2015, I believe. And then I decided, because I was going to do… I was thinking about doing a deal in China, like millions of other people, I was thinking about it and I decided I’m not going to do it, didn’t like it, I decided not to do it, had an account open and I closed it.",2_china_putin_chinas_russia,15,0.23897779,sadness
394,Donald Trump,08:19,"I have many bank accounts and they’re all listed and they’re all over the place. I mean, I was a businessman doing business. The bank account you’re referring to, which is, everybody knows about it, it’s listed, the bank account was in 2013. That’s what it was. It was opened. It was closed in 2015, I believe. And then I decided, because I was going to do… I was thinking about doing a deal in China, like millions of other people, I was thinking about it and I decided I’m not going to do it, didn’t like it, I decided not to do it, had an account open and I closed it.",2_china_putin_chinas_russia,7,0.15539318,disapproval
395,Donald Trump,08:19,"I have many bank accounts and they’re all listed and they’re all over the place. I mean, I was a businessman doing business. The bank account you’re referring to, which is, everybody knows about it, it’s listed, the bank account was in 2013. That’s what it was. It was opened. It was closed in 2015, I believe. And then I decided, because I was going to do… I was thinking about doing a deal in China, like millions of other people, I was thinking about it and I decided I’m not going to do it, didn’t like it, I decided not to do it, had an account open and I closed it.",2_china_putin_chinas_russia,4,0.098549746,confusion
